"address","name","symbol","mc","liqPercent"
"FXdEk9gaoTsT5wnBpga5NvwrPnQyqq69CyFRaCkU1WKC","Albärt","ALBART",543655.7943483958,0.14885267815728265
"J3EEg43NaHQmPCNxhPjFZhsjwa6FJxaBA3pudQFyf4Jq","Not Missing Out","NOMO",113183.60243397746,0.14868134490260282
"Bctsxd5a6jPrF1QwhXsKCPhEXZMWDs92Azr9ypH4VP1W","Siu","SIU",329519.3171744377,0.14861999100258017
"8DjWWP1V1eBVU7Y9THqk2qS4GbucDFzXjy6ipUHuzT39","Flork","FLORK",202261.341837912,0.14799173629684487
"BtphCf15JomZugc5XDdMFveykecykXaf5Q4396KBjgej","Jennie","JENNIE",620656.3692028475,0.14797804883896346
"PFireKhT5WG7axMSLBmMRpvYH7cgHx9CRWHU8F8HNbr","Pepe On Fire","PFIRE",682569.115332049,0.14766994707431985
"G7TTw173myzByiFWC85pdwtoaMXYaKe3WCJpMUpybwnf","BEASTRO","BEASTRO",539542.4963677818,0.14729090119382046
"5RroJ1zrLcX25J7tmwRv5J8FjUFnBWwLnYzyBNvDHrEF","The Crooks","CROOKS",150967.89758474007,0.14729046411051452
"AdufPbyTvuB27HPf7m3zzZ3mamLn5drh4iYFEUCcCcK","Dancing Trump","DTRUMP",202600.6657990472,0.1461889698386432
"G33s1LiUADEBLzN5jL6ocSXqrT2wsUq9W6nZ8o4k1b4L","Magic Internet Money","MIM",1330795.9759824031,0.14576986333237923
"9nEqaUcb16sQ3Tn1psbkWqyhPdLmfHWjKGymREjsAgTE","WOOFENOMICS","WOOF",1360069.7135962604,0.14568649621641322
